Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Arrecadacao_Total,Ganhadores_Sena,Cidade,UF,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio,Acumulado_Mega_da_Virada
220,20/05/2000,13,14,36,53,55,60,0,1,,SP ,"12636751,12",125,"12488,05",8067,"192,78",NÃO,0,0,0
221,27/05/2000,13,27,43,50,54,58,0,0, , ,0,49,"14565,66",3793,"187,45",SIM,"856460,89",0,0
222,03/06/2000,5,19,30,48,52,55,0,0, , ,0,55,"15243,16",4462,"187,18",SIM,"1862509,6",0,0
223,10/06/2000,2,6,22,24,28,58,0,0, , ,0,163,"5838,31",7780,"121,86",SIM,"3004483,21",0,0
224,17/06/2000,7,16,18,20,21,44,0,0, , ,0,119,"8706,35",7185,"143,77",SIM,"4247750,04",0,0
225,24/06/2000,2,4,16,21,37,58,0,0, , ,0,83,"12542,39",5517,"188,14",SIM,"5496971,76",0,0
226,01/07/2000,1,2,38,49,50,59,0,1,,SP ,"6916920,13",78,"15170,39",4123,"286,14",NÃO,0,0,0
227,08/07/2000,11,26,27,37,42,48,0,0, , ,0,51,"14471,45",3648,"201,72",SIM,"885652,57",0,0
228,15/07/2000,13,16,40,43,45,59,0,0, , ,0,64,"13240,28",4497,"187,87",SIM,"1902506,15",0,0
229,22/07/2000,11,13,21,33,39,45,0,1,,AM ,"2992781,57",121,"7508,79",7685,"117,88",NÃO,0,0,0
230,29/07/2000,8,40,41,44,53,56,0,0, , ,0,94,"15000,56",5820,"241,56",SIM,9547336,0,0
231,05/08/2000,16,27,36,42,44,59,0,0, , ,0,125,"12896,11",9458,"169,93",SIM,"11481752,44",0,0
232,12/08/2000,19,22,29,37,41,59,0,0, , ,0,124,"14598,36",8807,"204,93",SIM,"13653988,77",0,0
233,19/08/2000,3,7,24,32,36,45,0,5,,DF ,"3196547,03",512,"3790,28",21452,"90,2",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
,,,,,,,,,,,SP ,,,,,,,,,
,,,,,,,,,,,SP ,,,,,,,,,
,,,,,,,,,,,SP ,,,,,,,,,
234,26/08/2000,15,25,41,42,45,54,0,0, , ,0,39,"19369,91",3505,"214,89",SIM,"906511,63",0,0
235,02/09/2000,2,22,29,31,41,55,0,0, , ,0,52,"16604,49",3086,"278,96",SIM,"1942631,63",0,0
236,09/09/2000,10,25,50,52,57,60,0,0, , ,0,76,"12197,95",4703,"196,53",SIM,"3055084,91",0,0
237,16/09/2000,7,31,36,45,56,57,0,0, , ,0,54,"19896,75",4145,"258,44",SIM,"4344394,18",0,0
238,23/09/2000,9,13,15,37,41,42,0,4,,BA ,"1429476,11",188,"6088,25",10483,"108,86",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
,,,,,,,,,,,SP ,,,,,,,,,
,,,,,,,,,,,SP ,,,,,,,,,
239,30/09/2000,6,21,33,44,46,47,0,1,,BA ,"866183,32",30,"24060,65",3826,"188,1",NÃO,0,0,0
240,07/10/2000,25,28,38,41,57,59,0,0, , ,0,103,"15200,74",6244,250,SIM,"11686511,34",0,0
241,14/10/2000,11,31,35,40,56,57,0,0, , ,0,74,"22811,94",5485,"306,85",SIM,"13712211,55",0,0
242,21/10/2000,4,7,21,22,28,56,0,0, , ,0,203,"9933,73",13497,"148,97",SIM,"16132069,11",0,0
243,28/10/2000,11,16,20,23,32,47,0,0, , ,0,180,"12019,97",13705,"157,4",SIM,"18728383,13",0,0
244,04/11/2000,19,24,33,47,50,60,0,0, , ,0,204,"13698,02",14735,"189,08",SIM,"22081659,67",0,0
245,11/11/2000,8,27,44,51,53,60,0,3,,GO ,"9153484,88",283,"15838,62",21593,"206,96",NÃO,0,0,0
,,,,,,,,,,,MG ,,,,,,,,,
,,,,,,,,,,,SC ,,,,,,,,,
246,18/11/2000,2,16,32,37,43,57,0,0, , ,0,93,"9292,06",5429,"158,71",SIM,"1036993,8",0,0
247,25/11/2000,3,10,23,30,34,46,0,0, , ,0,80,"12080,19",6425,"149,96",SIM,"2196692,29",0,0
248,02/12/2000,16,32,34,35,41,56,0,0, , ,0,50,"21550,72",4862,"220,96",SIM,"3489735,08",0,0
249,09/12/2000,21,36,40,49,54,55,0,0, , ,0,60,"19680,2",4247,"277,21",SIM,"4906709,76",0,0
250,16/12/2000,7,25,41,42,43,55,0,0, , ,0,203,"10867,31",15545,"141,5",SIM,"22593628,59",0,0
251,23/12/2000,15,23,30,34,49,55,0,0, , ,0,180,"15473,98",12813,"216,73",SIM,"25936007,67",0,0
252,30/12/2000,4,17,26,32,51,54,0,2,,DF ,"15107002,24",354,"10070,62",22122,"160,67",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
253,06/01/2001,11,12,24,37,44,56,0,0, , ,0,126,"6985,77",7260,"120,88",SIM,"1056248,75",0,0
254,13/01/2001,1,4,21,22,30,56,0,0, , ,0,66,"16400,47",6381,"169,14",SIM,"2355166,17",0,0
255,20/01/2001,16,19,20,32,44,55,0,0, , ,0,80,"14363,63",6812,"168,19",SIM,"3734074,48",0,0
256,27/01/2001,2,21,26,32,34,52,0,0, , ,0,91,"13336,96",6319,"191,49",SIM,"5190470,09",0,0
257,03/02/2001,1,4,5,19,28,34,0,1,,RJ ,"6808483,96",175,"7704,83",11706,"114,84",NÃO,0,0,0
258,10/02/2001,7,12,50,54,55,60,0,0, , ,0,53,"15960,68",3615,"233,3",SIM,"1015099,19",0,0
259,17/02/2001,13,15,20,33,43,58,0,0, , ,0,65,"15136,22",5581,"175,77",SIM,"2195724,03",0,0
260,24/02/2001,4,6,33,43,59,60,0,0, , ,0,120,"16065,94",8956,"214,63",SIM,"17357124,85",0,0
261,03/03/2001,5,16,20,30,54,56,0,0, , ,0,91,"22350,19",7281,"278,51",SIM,"19797765,32",0,0
262,10/03/2001,11,20,48,53,58,60,0,0, , ,0,108,"24643,78",8838,"300,24",SIM,"22991600,18",0,0
263,17/03/2001,8,9,26,43,50,53,0,0, , ,0,136,"24937,18",12752,"265,17",SIM,"27061348,12",0,0
264,24/03/2001,1,5,13,25,31,33,0,2,,CE ,"16055880,73",979,"4298,96",50364,"83,25",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
265,31/03/2001,7,16,34,41,50,53,0,0, , ,0,64,"14676,59",3855,"242,74",SIM,"1127161,81",0,0
266,07/04/2001,2,23,38,46,48,54,0,0, , ,0,89,"12318,14",6687,"163,33",SIM,"2442739,49",0,0
267,14/04/2001,1,8,45,46,55,58,0,0, , ,0,46,"23142,59",4076,"260,19",SIM,"3720210,04",0,0
268,21/04/2001,5,6,10,21,33,47,0,0, , ,0,111,"10348,29",10133,"112,93",SIM,"5098601,74",0,0
269,28/04/2001,17,18,19,25,49,52,0,0, , ,0,110,"12115,7",8717,"152,31",SIM,"6697873,66",0,0
270,05/05/2001,5,9,27,35,40,45,0,1,,SP ,"25186260,21",228,"9665,14",16867,"130,16",NÃO,0,0,0
271,12/05/2001,14,24,26,29,31,54,0,0, , ,0,43,"19939,25",4385,"194,79",SIM,"1028865,23",0,0
272,19/05/2001,9,10,24,36,56,58,0,0, , ,0,70,"14013,37",5491,"177,97",SIM,"2205988,15",0,0
273,26/05/2001,10,17,23,27,47,52,0,1,,PE ,"3456480,23",92,"11326,92",7241,"143,38",NÃO,0,0,0
274,02/06/2001,11,13,18,26,39,47,0,0, , ,0,142,"5488,22",7420,"104,64",SIM,"935192,94",0,0
275,09/06/2001,16,19,30,37,38,48,0,0, , ,0,41,"22897,52",3737,"250,27",SIM,"2061751,1",0,0
276,16/06/2001,22,39,45,53,57,59,0,0, , ,0,79,"12486,98",5172,"190,01",SIM,"3245516,79",0,0
277,23/06/2001,4,26,38,40,52,56,0,0, , ,0,95,"11578,72",5404,"202,78",SIM,"4565490,29",0,0
278,30/06/2001,10,15,18,22,31,55,0,0, , ,0,99,"11868,09",6996,"167,32",SIM,"5975419,1",0,0
279,07/07/2001,4,23,31,47,58,59,0,0, , ,0,58,"23664,88",6137,"222,81",SIM,"7622494,24",0,0
280,14/07/2001,5,16,20,25,30,58,0,0, , ,0,192,"11199,47",14673,146,SIM,"19351758,16",0,0
281,21/07/2001,5,11,31,38,47,53,0,1,,PR ,"22414093,5",188,"13574,18",12864,"197,63",NÃO,0,0,0
282,28/07/2001,9,14,23,24,33,36,0,1,,RJ ,"958878,82",76,"10514,03",6064,"131,27",NÃO,0,0,0
283,01/08/2001,25,28,34,42,48,54,0,1,,SP ,"367173,22",36,"8499,38",2126,"143,38",NÃO,0,0,0
284,04/08/2001,7,8,14,30,32,36,0,1,,PR ,"901884,48",75,"10020,94",5358,"139,74",NÃO,0,0,0
285,08/08/2001,12,32,37,41,50,56,0,0, , ,0,17,"20875,96",1173,"301,41",SIM,"425869,64",0,0
286,11/08/2001,29,35,37,44,47,56,0,0, , ,0,59,"13743,96",3739,"216,06",SIM,"1398941,94",0,0
287,15/08/2001,3,13,25,33,47,60,0,1,,TO ,"1931474,8",110,"4034,34",5633,"78,49",NÃO,0,0,0
288,18/08/2001,6,9,11,17,18,50,0,0, , ,0,82,"8749,64",4763,"150,07",SIM,"860964,72",0,0
289,22/08/2001,6,7,20,25,30,36,0,0, , ,0,29,"13819,12",2197,"181,72",SIM,"1341870,11",0,0
290,25/08/2001,7,25,26,30,40,57,0,0, , ,0,56,"20662,23",4869,"236,75",SIM,"10159688,47",0,0
291,29/08/2001,5,16,17,18,22,41,0,0, , ,0,71,"11244,78",4870,"163,32",SIM,"11117743,68",0,0
292,01/09/2001,13,23,24,34,45,53,0,0, , ,0,116,"11313,3",8670,"150,8",SIM,"12692554,4",0,0
293,05/09/2001,5,6,7,12,28,35,0,0, , ,0,167,"5817,88",10185,"95,03",SIM,"13858457,03",0,0
294,08/09/2001,22,25,28,41,45,57,0,2,,PR ,"7696680,33",130,"9839,13",7434,"171,41",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
295,12/09/2001,7,12,24,31,44,50,0,0, , ,0,36,"10242,27",2055,"178,75",SIM,"442466,08",0,0
296,15/09/2001,3,20,42,46,51,52,0,0, , ,0,29,"26582,95",2348,"327,09",SIM,"1367552,68",0,0
297,19/09/2001,1,20,28,33,36,41,0,0, , ,0,25,"19353,56",1920,"251,05",SIM,"1948159,43",0,0
298,22/09/2001,5,22,23,24,34,60,0,1,,PR ,"2994572,21",50,"17440,22",4372,"198,71",NÃO,0,0,0
299,26/09/2001,2,5,7,33,49,53,0,0, , ,0,33,"10538,82",2049,"169,09",SIM,"417337,23",0,0
300,29/09/2001,24,27,28,38,41,57,0,0, , ,0,48,"22820,73",4820,"226,4",SIM,"8421199,74",0,0
301,03/10/2001,9,26,48,49,57,58,0,0, , ,0,28,"29571,34",2892,"285,22",SIM,"9414796,91",0,0
302,06/10/2001,12,25,30,40,41,60,0,0, , ,0,101,"13505,06",6361,"213,63",SIM,"11051609,38",0,0
303,10/10/2001,7,13,17,30,37,47,0,1,,MS ,"12257748,27",215,"4674,95",12861,"77,86",NÃO,0,0,0
304,13/10/2001,7,11,34,41,42,59,0,0, , ,0,58,"11050,1",3274,"195,02",SIM,"769087,04",0,0
305,17/10/2001,5,11,27,38,53,60,0,0, , ,0,47,"10013,62",3770,"124,37",SIM,"1333855,18",0,0
306,20/10/2001,19,30,41,47,56,57,0,0, , ,0,28,"29736,18",2294,"361,58",SIM,"2332990,8",0,0
307,24/10/2001,13,16,17,26,41,44,0,0, , ,0,44,"12632,8",3962,"139,76",SIM,"3000002,7",0,0
308,27/10/2001,4,11,25,29,39,55,0,1,,RS ,"4138172,99",62,"15297,99",5173,"182,67",NÃO,0,0,0
309,31/10/2001,4,11,25,39,50,55,0,1,,RS ,"442899,06",3001,"122,53",2997,"122,69",NÃO,0,0,0
310,03/11/2001,2,14,28,29,31,32,0,0, , ,0,81,"10544,47",5093,"167,07",SIM,"7512984,9",0,0
311,07/11/2001,22,24,30,32,38,41,0,0, , ,0,31,"25454,68",2871,"273,81",SIM,"8459898,95",0,0
312,10/11/2001,14,23,30,41,47,50,0,0, , ,0,76,"15889,75",4985,"241,33",SIM,"9909043,97",0,0
313,14/11/2001,14,16,24,37,38,53,0,0, , ,0,61,"15665,21",5547,"171,62",SIM,"11055737,35",0,0
314,17/11/2001,5,32,34,37,40,58,0,0, , ,0,93,"12287,32",5542,"205,42",SIM,"12427002,17",0,0
315,21/11/2001,12,21,22,28,43,50,0,1,,PR ,"13675105,67",43,"24188,06",4598,"225,35",NÃO,0,0,0
316,24/11/2001,6,24,28,43,51,56,0,0, , ,0,104,"6446,33",4093,"163,18",SIM,"804502,07",0,0
317,28/11/2001,16,20,27,30,35,48,0,0, , ,0,23,"18858,99",2088,"206,96",SIM,"1325010,22",0,0
318,01/12/2001,3,19,20,31,40,53,0,1,,SP ,"2227008,03",46,"16340,54",3071,"243,84",NÃO,0,0,0
319,05/12/2001,12,16,17,19,23,48,0,0, , ,0,52,"7242,06",3342,"112,26",SIM,"451904,22",0,0
320,08/12/2001,20,22,27,47,50,53,0,0, , ,0,77,15489,4916,"241,69",SIM,"8460390,65",0,0
321,12/12/2001,4,11,31,32,48,49,0,0, , ,0,55,"16954,09",3729,"249,11",SIM,"9579360,38",0,0
322,15/12/2001,11,18,29,44,47,56,0,0, , ,0,87,"15453,45",7835,"170,95",SIM,"11192700,36",0,0
323,19/12/2001,26,31,33,40,49,54,0,0, , ,0,56,"19921,91",4244,"261,89",SIM,"12531452,28",0,0
324,22/12/2001,8,15,22,25,30,47,0,0, , ,0,211,"7938,4",12192,"136,87",SIM,"14541455,7",0,0
325,29/12/2001,1,3,4,21,23,53,0,2,,AM ,"8743877,8",256,"9590,82",15646,"156,33",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
326,05/01/2002,21,23,40,44,51,52,0,0, , ,0,27,"32367,36",2674,"325,58",SIM,"1048702,44",0,0
327,09/01/2002,29,32,33,38,46,48,0,0, , ,0,16,"30517,93",2112,"230,33",SIM,"1634646,68",0,0
328,12/01/2002,5,7,14,21,23,51,0,1,,SP ,"2721357,01",100,"9055,92",7121,"126,69",NÃO,0,0,0
329,16/01/2002,10,11,12,24,35,40,0,0, , ,0,40,"10380,3",2904,"142,44",SIM,"9617027,24",0,0
330,19/01/2002,2,4,14,23,37,51,0,0, , ,0,120,"10924,51",7914,"165,03",SIM,"11190156,01",0,0
331,23/01/2002,1,13,20,27,35,37,0,0, , ,0,70,"13872,44",6408,"150,97",SIM,"12355441,42",0,0
332,26/01/2002,23,28,29,34,42,44,0,0, , ,0,83,"16762,69",6713,"206,47",SIM,"14025004,81",0,0
333,30/01/2002,4,27,35,44,52,53,0,0, , ,0,93,"12692,31",6221,"189,02",SIM,"15441466,12",0,0
334,02/02/2002,14,23,24,26,41,51,0,2,,SP ,"8729392,91",1200,"1400,91",8839,"189,47",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
335,06/02/2002,7,23,33,43,57,59,0,0, , ,0,24,"17736,83",2134,"198,73",SIM,"510820,7",0,0
336,09/02/2002,2,18,22,26,30,54,0,0, , ,0,68,"11058,6",4141,"180,91",SIM,"1413202,7",0,0
337,16/02/2002,4,14,16,31,52,54,0,0, , ,0,34,"27110,52",3454,"265,86",SIM,"2519311,97",0,0
338,20/02/2002,1,4,9,36,46,48,0,0, , ,0,43,"14031,02",3245,"185,23",SIM,"3243312,5",0,0
339,23/02/2002,5,12,13,16,27,50,0,0, , ,0,76,"12374,85",6908,"135,64",SIM,"12514336,94",0,0
340,27/02/2002,9,10,12,33,42,60,0,0, , ,0,121,"9877,84",6970,"170,83",SIM,"13948598,35",0,0
341,02/03/2002,5,16,22,23,43,56,0,0, , ,0,166,"9623,14",11103,"143,34",SIM,"15865526,88",0,0
342,06/03/2002,16,29,34,49,51,54,0,0, , ,0,93,"15067,81",5578,"250,27",SIM,"17547094,93",0,0
343,09/03/2002,4,6,7,12,24,41,0,2,,PR ,"9937283,03",246,"7884,39",17023,"113,51",NÃO,0,0,0
,,,,,,,,,,,RJ ,,,,,,,,,
344,13/03/2002,10,12,14,33,35,36,0,0, , ,0,46,"9494,33",3487,"124,78",SIM,"524086,97",0,0
345,16/03/2002,11,22,46,51,56,58,0,1,,SP ,"1447870,53",27,"28511,84",2170,"353,42",NÃO,0,0,0
346,20/03/2002,7,12,41,46,56,60,0,0, , ,0,20,"19632,3",1589,"246,17",SIM,"471175,04",0,0
347,23/03/2002,1,10,12,26,48,52,0,0, , ,0,72,"9988,89",4730,"151,48",SIM,"1334215,32",0,0
348,27/03/2002,19,30,33,39,40,52,0,0, , ,0,19,"26763,06",1547,"327,46",SIM,"1944413,01",0,0
349,30/03/2002,8,9,28,32,38,54,0,0, , ,0,46,"14053,06",3264,"197,31",SIM,"10405636,15",0,0
350,03/04/2002,10,15,23,30,43,57,0,0, , ,0,80,"11801,82",5012,"187,66",SIM,"11538610,2",0,0
351,06/04/2002,15,16,24,41,59,60,0,0, , ,0,98,"14478,34",5832,"242,37",SIM,"13241262,56",0,0
352,10/04/2002,7,20,25,44,47,49,0,0, , ,0,161,"7848,74",8080,"155,8",SIM,"14757638,49",0,0
353,13/04/2002,19,23,30,46,55,60,0,0, , ,0,89,"19537,11",6862,"252,44",SIM,"16844201,81",0,0
354,17/04/2002,7,16,38,40,41,52,0,1,,SP ,"18680098,1",93,"16450,68",6184,"246,46",NÃO,0,0,0
355,20/04/2002,2,14,22,23,37,60,0,0, , ,0,50,"14412,47",4711,"152,39",SIM,"864747,94",0,0
356,24/04/2002,5,19,21,54,56,58,0,0, , ,0,32,"15777,72",2415,"208,28",SIM,"1470612,4",0,0
357,27/04/2002,2,30,32,35,45,53,0,0, , ,0,34,"23899,52",3265,"247,94",SIM,"2445712,66",0,0
358,04/05/2002,12,17,21,32,40,42,0,0, , ,0,84,"12903,06",5798,"186,23",SIM,"3746340,86",0,0
359,08/05/2002,13,19,20,29,31,54,0,0, , ,0,56,"13050,25",3953,"184,17",SIM,"13221837,92",0,0
360,11/05/2002,23,24,29,47,53,55,0,0, , ,0,133,"10645,79",8382,"168,28",SIM,"14920906,83",0,0
361,15/05/2002,16,28,31,41,45,59,0,0, , ,0,98,"12456,14",5236,"232,26",SIM,"16385748,75",0,0
362,18/05/2002,7,20,33,37,46,56,0,1,,RJ ,"18399160,53",110,"15253,12",8313,"201,08",NÃO,0,0,0
363,22/05/2002,19,29,39,47,49,54,0,0, , ,0,27,"14921,89",2225,"180,39",SIM,"483469,12",0,0
364,25/05/2002,5,29,44,51,57,59,0,1,,SC ,"1307293,04",76,"9033,16",3315,"206,32",NÃO,0,0,0
365,29/05/2002,19,23,34,37,52,58,0,1,,MG ,"462752,26",45,"8569,49",2433,"157,9",NÃO,0,0,0
366,01/06/2002,4,6,7,15,21,51,0,0, , ,0,41,"12721,16",3489,"148,93",SIM,"625880,91",0,0
367,05/06/2002,10,12,27,33,49,52,0,1,,BA ,"1150498,02",71,"6157,48",3040,"143,27",NÃO,0,0,0
368,08/06/2002,13,29,32,38,44,50,0,0, , ,0,53,"10725,28",3220,"175,87",SIM,"682127,44",0,0
369,12/06/2002,1,14,21,35,42,60,0,1,,CE ,"1221738,07",46,"9775,55",4167,"107,51",NÃO,0,0,0
370,15/06/2002,1,4,40,42,51,54,0,0, , ,0,40,"23283,3",3230,"287,25",SIM,"7330667,64",0,0
371,19/06/2002,4,18,23,33,39,60,0,0, , ,0,47,"16675,12",3979,"196,23",SIM,"8271144,7",0,0
372,22/06/2002,16,17,24,39,46,57,0,2,,SP ,"4792658,35",85,"12884,04",6743,"161,8",NÃO,0,0,0
,,,,,,,,,,,SP ,,,,,,,,,
373,26/06/2002,1,5,10,24,31,33,0,0, , ,0,52,"6480,14",3292,"101,98",SIM,"404360,65",0,0
374,29/06/2002,2,5,16,26,44,54,0,0, , ,0,80,"8073,17",3326,"193,45",SIM,"1179384,47",0,0
375,03/07/2002,1,5,9,42,51,58,0,0, , ,0,33,"14359,09",2359,"200,11",SIM,"1748004,5",0,0
376,06/07/2002,10,13,25,35,43,48,0,0, , ,0,110,7257,6956,"114,33",SIM,"2705928,72",0,0
377,10/07/2002,3,12,19,27,45,46,0,0, , ,0,87,"6639,02",5468,"105,23",SIM,"3399042,3",0,0
378,13/07/2002,5,38,41,45,48,55,0,0, , ,0,36,"25450,6",3115,"293,02",SIM,"4498508,08",0,0
379,17/07/2002,24,33,40,41,55,59,0,0, , ,0,32,"23407,93",2830,"263,68",SIM,"11243785,66",0,0
380,20/07/2002,13,22,30,31,47,57,0,0, , ,0,206,"6628,67",7186,"189,31",SIM,"12882392,95",0,0
381,24/07/2002,9,10,28,46,55,56,0,0, , ,0,85,"14181,19",7295,"164,62",SIM,"14328873,76",0,0
382,27/07/2002,31,34,37,38,53,54,0,0, , ,0,68,"23756,27",6291,"255,82",SIM,"16267384,96",0,0
383,31/07/2002,14,22,48,50,53,56,0,0, , ,0,73,"23753,43",6573,"262,81",SIM,"18348185,45",0,0
384,03/08/2002,24,28,40,47,50,52,0,0, , ,0,151,"18351,99",10644,"259,37",SIM,"21673565,65",0,0
385,07/08/2002,5,12,16,18,22,24,0,2,,DF ,"12952192,89",759,"4645,17",37449,"93,8",NÃO,0,0,0
,,,,,,,,,,,MG ,,,,,,,,,
386,10/08/2002,17,35,36,39,43,54,0,0, , ,0,70,"11571,98",5236,"154,12",SIM,"972045,86",0,0
387,14/08/2002,22,28,29,43,47,48,0,0, , ,0,40,"14937,65",2998,"198,55",SIM,"1689053,37",0,0
388,17/08/2002,23,36,48,52,53,58,0,0, , ,0,46,"18826,46",4293,"200,97",SIM,"2728273,75",0,0
389,21/08/2002,5,14,18,43,46,54,0,0, , ,0,63,"11305,19",4169,"170,2",SIM,"15745310,46",0,0
390,24/08/2002,7,12,22,34,38,53,0,1,,SC ,"17611429,97",171,"9094,15",10722,"144,49",NÃO,0,0,0
391,28/08/2002,4,7,15,16,35,40,0,0, , ,0,44,"10170,35",2740,"162,7",SIM,"536994,3",0,0
392,31/08/2002,15,23,31,39,47,49,0,1,,SP ,"1410917,29",68,"10709,84",3591,"202,03",NÃO,0,0,0
393,04/09/2002,6,12,35,36,40,50,0,0, , ,0,31,"13716,51",1949,"217,35",SIM,"510254,22",0,0
394,07/09/2002,5,15,35,42,45,49,0,0, , ,0,47,"11817,8",4815,"114,93",SIM,"1176778,31",0,0
395,11/09/2002,10,11,14,20,31,58,0,1,,DF ,"1843709,96",27,"20584,31",2328,"237,84",NÃO,0,0,0
396,14/09/2002,6,18,34,42,45,47,0,0, , ,0,63,"10148,72",4201,"151,63",SIM,"767243,59",0,0
397,18/09/2002,1,2,5,24,32,46,0,0, , ,0,61,"7992,42",4026,"120,64",SIM,"1352288,49",0,0
398,21/09/2002,7,16,22,28,36,37,0,1,,CE ,"2221289,77",63,"11494,73",5106,"141,29",NÃO,0,0,0
399,25/09/2002,11,16,27,47,55,59,0,0, , ,0,20,19537,1730,"225,01",SIM,"5676171,41",0,0
400,28/09/2002,10,13,28,29,54,59,0,0, , ,0,75,"13254,18",4875,"203,14",SIM,"6869047,91",0,0
401,02/10/2002,11,18,43,44,50,53,0,0, , ,0,33,"25008,64",2853,"288,18",SIM,"7859389,89",0,0
402,05/10/2002,5,16,27,43,56,58,0,0, , ,0,146,"7927,99",7787,"148,08",SIM,"9248373,54",0,0
403,09/10/2002,7,16,27,31,46,60,0,0, , ,0,48,"19972,95",4099,"233,01",SIM,"10398815,28",0,0
404,12/10/2002,1,24,28,38,40,58,0,0, , ,0,66,"16580,07",4364,"249,8",SIM,"11711956,93",0,0
405,16/10/2002,24,29,34,47,57,60,0,0, , ,0,67,"16988,17",4579,"247,63",SIM,"13077805,76",0,0
406,19/10/2002,2,12,32,38,47,48,0,0, , ,0,78,"19463,48",6557,"230,66",SIM,"14899587,92",0,0
407,23/10/2002,2,18,22,49,51,57,0,0, , ,0,90,"16315,38",6383,"229,18",SIM,"16661649,27",0,0
408,26/10/2002,14,28,33,44,49,56,0,1,,RJ ,"18948827,67",269,"7085,43",13970,"135,92",NÃO,0,0,0
409,30/10/2002,18,25,26,31,34,49,0,0, , ,0,23,"18741,96",1958,"219,32",SIM,"9710567,61",0,0
410,02/11/2002,8,24,31,36,38,55,0,0, , ,0,101,"10257,12",5799,"177,97",SIM,"10953730,37",0,0
411,06/11/2002,10,12,31,38,45,56,0,0, , ,0,91,"11814,39",5115,"209,4",SIM,"12243861,06",0,0
412,09/11/2002,5,12,14,21,45,59,0,0, , ,0,89,"16616,72",8542,"172,49",SIM,"14018527,28",0,0
413,13/11/2002,2,4,29,33,35,53,0,0, , ,0,102,"13376,53",7746,"175,49",SIM,"15655814,53",0,0
414,16/11/2002,16,26,35,45,52,58,0,1,,MS ,"17428452,98",51,"28964,68",5527,"266,26",NÃO,0,0,0
415,20/11/2002,1,4,27,38,42,44,0,0, , ,0,40,"11027,47",2415,"181,96",SIM,"529318,35",0,0
416,23/11/2002,1,13,23,33,54,56,0,0, , ,0,44,"16547,76",4032,"179,9",SIM,"1403039,91",0,0
417,27/11/2002,7,12,21,25,34,42,0,0, , ,0,78,"7435,78",5218,"110,73",SIM,"2099028,66",0,0
418,30/11/2002,8,15,32,45,49,52,0,2,,ES ,"1558712,24",82,"10349,55",5133,"164,72",NÃO,0,0,0
,,,,,,,,,,,MG ,,,,,,,,,
419,04/12/2002,9,16,41,42,52,53,0,0, , ,0,30,"14860,22",1594,"278,62",SIM,"8115153,05",0,0
420,07/12/2002,12,29,30,43,57,59,0,0, , ,0,83,"13949,86",5614,"205,47",SIM,"9504559,06",0,0
421,11/12/2002,5,35,37,38,45,51,0,0, , ,0,47,"21307,17",4716,"211,55",SIM,"10706283,47",0,0
422,14/12/2002,12,37,43,55,56,60,0,0, , ,0,80,"16823,65",6516,"205,77",SIM,"12321354,11",0,0
423,18/12/2002,8,22,32,33,40,53,0,0, , ,0,66,"17925,27",4178,"282,1",SIM,"13741035,48",0,0
424,21/12/2002,18,27,29,36,46,59,0,0, , ,0,91,"17356,78",7389,"212,95",SIM,"15636395,41",0,0
425,28/12/2002,6,10,16,34,42,47,0,1,,DF ,"18979599,19",279,"9985,67",17411,"159,42",NÃO,0,0,0
426,04/01/2003,7,30,32,37,50,54,0,0, , ,0,58,"13241,94",3139,"243,76",SIM,"921638,77",0,0
427,08/01/2003,3,13,14,24,43,51,0,0, , ,0,48,"11642,1",3563,"156,25",SIM,"1592223,84",0,0
428,11/01/2003,8,28,30,32,46,60,0,0, , ,0,48,16919,3734,"216,67",SIM,"2566758,37",0,0
429,15/01/2003,17,26,32,36,43,55,0,0, , ,0,44,"14978,72",3300,"198,96",SIM,"12839021,93",0,0
430,18/01/2003,8,10,21,25,38,50,0,1,,PR ,"14410708,81",85,"15408,7",6944,"187,9",NÃO,0,0,0
431,22/01/2003,26,37,40,47,52,58,0,0, , ,0,20,"21069,89",1184,"354,56",SIM,"505677,41",0,0
432,25/01/2003,4,13,17,27,39,50,0,0, , ,0,54,"12185,97",4278,"153,24",SIM,"1295327,95",0,0
433,29/01/2003,16,17,28,30,36,54,0,0, , ,0,31,"16580,2",2332,"219,58",SIM,"1912111,54",0,0
434,01/02/2003,4,10,17,24,30,54,0,0, , ,0,84,"9173,28",4870,"157,63",SIM,2836778,0,0
435,05/02/2003,10,11,17,31,37,43,0,0, , ,0,55,"11059,32",3243,"186,85",SIM,"3566693,13",0,0
436,08/02/2003,1,6,7,29,48,57,0,0, , ,0,47,"19531,31",4696,"194,74",SIM,"4668258,69",0,0
